0,16,1.000000,0,-104
0,16,1.000000,0,-40
0,16,1.000000,0,0
0,16,1.000000,0,8
0,16,1.000000,10,-32
0,16,1.000000,10,-32
0,16,1.000000,10,-40
0,16,1.000000,10,-56
0,16,1.000000,10,-8
0,16,1.000000,10,32
0,16,1.000000,10,32
0,16,1.000000,10,40
0,16,1.000000,10,48
0,16,1.000000,12,-16
0,16,1.000000,12,-40
0,16,1.000000,12,16
0,16,1.000000,12,24
0,16,1.000000,12,56
0,16,1.000000,12,8
0,16,1.000000,14,-16
0,16,1.000000,14,104
0,16,1.000000,14,56
0,16,1.000000,14,8
0,16,1.000000,16,-40
0,16,1.000000,16,-56
0,16,1.000000,16,-80
0,16,1.000000,16,40
0,16,1.000000,16,40
0,16,1.000000,18,-24
0,16,1.000000,18,-64
0,16,1.000000,18,24
0,16,1.000000,2,-24
0,16,1.000000,2,-40
0,16,1.000000,2,-48
0,16,1.000000,2,-80
0,16,1.000000,2,16
0,16,1.000000,2,64
0,16,1.000000,2,72
0,16,1.000000,2,72
0,16,1.000000,2,8
0,16,1.000000,20,-16
0,16,1.000000,20,80
0,16,1.000000,22,-40
0,16,1.000000,22,-80
0,16,1.000000,22,24
0,16,1.000000,22,64
0,16,1.000000,22,72
0,16,1.000000,22,8
0,16,1.000000,24,16
0,16,1.000000,24,40
0,16,1.000000,26,-8
0,16,1.000000,26,-8
0,16,1.000000,26,-8
0,16,1.000000,26,32
0,16,1.000000,26,8
0,16,1.000000,26,8
0,16,1.000000,28,-16
0,16,1.000000,28,48
0,16,1.000000,28,64
0,16,1.000000,30,-24
0,16,1.000000,30,-24
0,16,1.000000,30,-40
0,16,1.000000,34,-32
0,16,1.000000,34,-88
0,16,1.000000,34,72
0,16,1.000000,36,32
0,16,1.000000,4,-16
0,16,1.000000,4,-24
0,16,1.000000,4,-24
0,16,1.000000,4,-24
0,16,1.000000,4,-32
0,16,1.000000,4,-32
0,16,1.000000,4,-48
0,16,1.000000,4,-56
0,16,1.000000,4,-72
0,16,1.000000,4,-80
0,16,1.000000,4,-88
0,16,1.000000,4,-96
0,16,1.000000,4,0
0,16,1.000000,4,0
0,16,1.000000,4,0
0,16,1.000000,4,16
0,16,1.000000,48,-48
0,16,1.000000,58,-80
0,16,1.000000,6,-32
0,16,1.000000,6,-40
0,16,1.000000,6,-8
0,16,1.000000,6,56
0,16,1.000000,6,72
0,16,1.000000,8,-24
0,16,1.000000,8,-32
0,16,1.000000,8,-48
0,16,1.000000,8,-48
0,16,1.000000,8,-72
0,16,1.000000,8,0
0,16,1.000000,8,0
0,16,1.000000,8,16
0,16,1.000000,8,24
0,16,1.000000,8,40
0,16,1.000000,8,80
0,16,4.000000,0,-16
0,16,4.000000,10,-24
0,16,4.000000,10,-48
0,16,4.000000,10,0
0,16,4.000000,10,40
0,16,4.000000,10,40
0,16,4.000000,10,64
0,16,4.000000,12,-64
0,16,4.000000,12,0
